ID,Name,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Time_Signature,Label
55mcupbf7cIsuCEVAuTJVk,OVGTC - Star Wars remix,0.7585784313725491,0.841988727858293,0.5454545454545454,0.9371070757670632,1,0.5255759468957438,0.0871328801560648,0.0,0.2848808134689115,0.813697470096327,0.9335252158678514,0.05847130672479715,0.75,like
57RtLWT7IpugV0yi5bsxJk,R̻ves de m̫me,0.5428921568627451,0.5823268921095008,0.9090909090909091,0.8324358171571696,0,0.6075751659508005,0.7567831740589758,1.4344685242518061e-06,0.16152692115352563,0.33418016301471365,0.13627831310224,0.15941592706008548,0.75,like
5VyfAfp2Yt3qaeuvq55ll3,4 millions,0.8210784313725491,0.7212157809983897,0.6363636363636364,0.901665623043206,1,0.40257711831315895,0.10954500915806827,0.0,0.04150691781963661,0.8253413782153064,0.6991532140324531,0.26582758083770175,0.75,like
3eWHY75nDgte70hh5yf4UW,Bandana mauve,0.7941176470588236,0.6336553945249598,0.7272727272727273,0.8978334376956794,1,0.1897696212417025,0.040600074201232475,0.0,0.09684947491248543,0.8380438234360114,0.6739248321027822,0.25401982664659783,0.75,like
2UwrB6Ge6mPfUV8yGvAfX7,Brothers (Remix Ril̬s),0.8174019607843138,0.855072463768116,0.7272727272727273,0.9282154038822793,1,0.41624365482233505,0.0557760001173873,2.5283797729618164e-05,0.0341723620603434,0.47073144913729226,0.632912026029283,0.04351135793498383,0.75,like
4HolRqFuNvTvoLR2l1gexi,Challenge incroyable #2,0.7512254901960784,0.6648550724637682,0.18181818181818182,0.8463619286161553,1,0.0447090980085904,0.014871352118215038,0.0006873065015479877,0.5999333222203701,0.40192653752514024,0.5993492679264173,0.03944049410909846,0.75,like
6dS1JCvtMJQ1O9bseVLyJz,Freestyle Challenge,0.9620098039215688,0.5521336553945251,0.7272727272727273,0.7957670632435816,1,0.6153846153846154,0.034368899321751696,0.0,0.11485247541256874,0.7597120779083307,0.5400659074792475,0.019233231258974758,0.75,like
3zCWbPJVp1egCgyoMYAsDN,Electron lib̩rable,0.8186274509803922,0.8379629629629629,0.8181818181818182,0.9625297432686286,1,0.34010152284263967,0.16582658871466893,0.0,0.13152192032005333,0.6072827352598709,0.7497518041129604,0.10732859293091815,0.75,like
0O4U6fVE1TwWYhM4fKr1Fh,WAW,0.8541666666666666,0.8067632850241546,0.8181818181818182,0.9120851596743895,1,0.19562670831706366,0.45728476856135086,1.455108359133127e-06,0.3982330388398067,0.561765639885678,0.7167062945814041,0.17540353973114653,0.75,like
3yFf0EtFwkiVSbf8CK4CB3,EN ATTENDANT,0.8578431372549019,0.7091384863123993,0.18181818181818182,0.9138134001252347,1,0.48652869972666934,0.16783664512740468,0.0,0.07767961326887814,0.6845559436858263,0.7173319984983105,0.19633224338679262,0.75,like
4KMKVNmgBs8L2MMkJ3iDtG,Bang Bang,0.8112745098039217,0.5370370370370371,0.8181818181818182,0.7884032561051972,1,0.10054666146036705,0.0008100024829221839,0.0025283797729618164,0.07884647441240207,0.44003387318725523,0.3326742585408584,0.12421411394266535,0.75,like
2ODYKhD4xlPViKP4LrNAwD,La marelle,0.625,0.855072463768116,0.45454545454545453,0.8879398872886661,0,0.02186645841468177,0.004197952566588269,1.1145510835913313e-06,0.18819803300550092,0.8740340848946756,0.7077795853668709,0.19514714278299683,0.75,like
6tQB8rJfdvILrxIxuKIRMu,Christophe (Remix Orelsan),0.7892156862745099,0.8560789049919485,0.09090909090909091,0.8848591108328115,1,0.4260054666146037,0.027635210339086967,0.0,0.09084847474579097,0.6178681062771251,0.5245067367455053,0.04982093735402502,0.75,like
4sTDuXa8uGDHwJdsXUqIBo,Understood,0.8688725490196079,0.6306360708534622,0.2727272727272727,0.9166687539135878,0,0.2327215931276845,0.24220873239862695,0.0,0.12485414235705951,0.7290145019582936,0.28229257915154543,0.2258940156744693,0.75,like
4zHabeonyLGTgnR9R5RY3X,Dimanche,0.6593137254901962,0.45954106280193235,0.5454545454545454,0.7561427676894177,0,0.17610308473252637,0.050147842161727234,1.0319917440660475e-06,0.6249374895815969,0.518365618714936,0.824677762482793,0.1889448279441532,0.75,like
2lTWOBGyQkBRIgzCtomXSL,Depuis quand,0.8406862745098039,0.4333735909822866,0.09090909090909091,0.8283281152160301,1,0.41624365482233505,0.0047306175159632395,0.0,0.16486081013502255,0.6782047210754738,0.7322487798773621,0.25569972837840177,0.75,like
3FVdWR0C2QAqXxhW1al2fT,OUI,0.7230392156862745,0.6719001610305959,0.6363636363636364,0.8483656856606137,1,0.27176884029675913,0.08612785194969692,0.0,0.11318553092182033,0.7734730602307611,0.7587953113919826,0.22940433556512863,0.75,like
0V5c3isfSfyl7zQDtV9fAp,Forever Broke,0.7598039215686275,0.7745571658615137,0.9090909090909091,0.8404508453350032,0,0.25224521671222183,0.20703274517575154,0.0,0.06951158526421071,0.556472954377051,0.6658240520585658,0.25482777114582794,0.75,like
43kQu3PTBhCZCNhzaufAaX,Two Tone Rebel,0.704656862745098,0.9738325281803543,0.7272727272727273,0.9763556668753913,1,0.4513861772745022,0.24220873239862695,0.0,0.4265710951825304,0.7734730602307611,0.3320318691861677,0.20230618847424786,0.75,like
75bVc27bDSOAhMAL38cXpV,M̩chant,0.49142156862745107,0.8057568438003221,0.7272727272727273,0.9601001878522228,0,0.6075751659508005,0.32663110173352794,0.0,0.5582597099516586,0.4008680004234148,0.31150878071163396,0.1971073164824138,1.0,like
481uvgYccF51OUrEzIbop2,Megazord,0.8014705882352942,0.9053945249597424,1.0,0.9255604257983719,0,0.030456852791878177,0.0030924215395836136,0.00024045407636738906,0.16152692115352563,0.24949719487668046,0.332340549785175,0.18829778031521946,0.75,like
6mKLhdZIMaHpZ9kbmq9SOS,Sankhara #4 (Chic),0.761029411764706,0.7222222222222222,0.5454545454545454,0.9367814652473387,1,0.53924248340492,0.29648025554249186,0.0,0.5065844307384564,0.7681803747221341,0.6663329579109831,0.2084237296932579,0.75,like
0wSGClIhJMGkdamvWSTqX0,Les 7 p̩ch̩s capitaux / Col̬re,0.8406862745098039,0.6688808373590983,0.6363636363636364,0.8440826549780839,1,0.09371339320577901,0.2361785631604197,0.0,0.04467411235205868,0.3881655552027099,0.6241521711925918,0.014065500596875486,0.5,like
0gQB2HvjH14xfWVmYEUafn,Siri 3,0.9166666666666667,0.6014492753623188,0.5454545454545454,0.8617407639323731,1,0.22295978133541586,0.40703335824295744,0.0,0.14319053175529256,0.5331851381390919,0.12376423476410962,0.18457812148578745,0.75,like
1zYBkCM626hfZmjIS1QYiX,Le bon chemin,0.7647058823529412,0.47564412238325277,0.09090909090909091,0.7857733249843456,1,0.24638812963686063,0.525626686594366,0.0,0.1331888648108018,0.21138985921456546,0.4741584282317607,0.2148423037663708,0.75,like
3UKwm5G898I1BvYt7uU4t0,Petit con,0.9375000000000001,0.4796698872785829,1.0,0.8313087038196619,0,0.47871925029285445,0.20904280158848726,0.0,0.09518253042173697,0.7237218164496666,0.7164560130146416,0.0992214667566305,0.75,like
0br27hgKNVMLyXKS3qjLOu,Gaz,0.9730392156862746,0.750402576489533,0.18181818181818182,0.96721352536005,1,0.3127684498242874,0.17487184257197974,0.0,0.28988164694115687,0.36593627606647616,0.5080048387769573,0.22917250566599193,0.75,like
6u1rhQAvxkWLeuqUC3iJD0,J'turn up (feat. Alkpote et Njd),0.8541666666666666,0.7051127214170693,0.18181818181818182,0.9427175954915467,1,0.164388910581804,0.06200717499686808,0.0,0.02550425070845141,0.5829363819201863,0.6413214866725067,0.23745782944931748,0.75,like
2MCAs3ttHSuDm1RHL0rqTF,Jamais,0.6262254901960785,0.6749194847020935,0.5454545454545454,0.8827551659361301,0,0.11304178055447091,0.43115403519578627,0.0,0.11985330888481413,0.793585265163544,0.7492011846660825,0.1987924084358402,0.75,like
